"#","Name","Color","Parent","Start","Stop","Icon","Description","[Namechange","When","Description","[Namechange","When","Description",". . . ]]",,
"N","deepin","#15A7E5","Debian","2015.12.30",,,"https://distroware.gitlab.io/os/Linux/d/deepin",,,,,,,,,
"N","PrimTux","#4e6d8c","Debian","2016.4.6",,,"https://distroware.gitlab.io/os/Linux/p/primtux",,,,,,,,,
"N","Parrot","#95b8c8","Debian","2016.5.16",,,"https://distroware.gitlab.io/os/Linux/p/parrot",,,,,,,,,
"N","Netrunner ","#5997de","Debian","2016.10.23",,,"https://distroware.gitlab.io/os/Linux/n/netrunner",,,,,,,,,
,,,,,,,,,,,,,,,,
"N","Red Hat","#cc0000",,"1994.11.3",,,"https://distroware.gitlab.io/os/Linux/r/red-hat","Red Hat Enterprise Linux","2002.3.26","https://distroware.gitlab.io/os/Linux/r/red-hat",,,,,,
"N","Conectiva","#4c3065","Red Hat","1997.10","2005.1.24",,"https://distroware.gitlab.io/os/Linux/c/connectiva",,,,,,,,,
"N","PLD","#3f89d0","Red Hat","1998",,,"https://distroware.gitlab.io/os/Linux/p/pld",,,,,,,,,
"N","Mandrake","#3f48c9","Red Hat","1998.7.23","2015.5.27",,"https://distroware.gitlab.io/os/Linux/m/mandriva","Mandriva","2005.4.8","https://distroware.gitlab.io/os/Linux/m/mandriva",,,,,,
"N","ALT","#ebe04a","Mandrake","2001.3.25",,,"https://distroware.gitlab.io/os/Linux/a/alt",,,,,,,,,
"N","PCLinuxOS","#78ca75","Mandrake","2003.10",,,"https://distroware.gitlab.io/os/Linux/p/pclinuxos",,,,,,,,,
"N","blackPanther","#000","Mandrake","2003.12",,,"https://distroware.gitlab.io/os/Linux/b/blackpanther",,,,,,,,,
"N","Mageia","#3f48c9","Mandrake","2010.9.18",,,"https://distroware.gitlab.io/os/Linux/m/mageia",,,,,,,,,
"N","ROSA","#105289","Mandrake","2011.3.25",,,"https://distroware.gitlab.io/os/Linux/r/rosa",,,,,,,,,
"N","OpenMandriva Lx","#0484c1","Mandrake","2013.6.18",,,"https://distroware.gitlab.io/os/Linux/o/openmandriva",,,,,,,,,
"N","Fermi","#00309e","Red Hat","1998.8.31",,,"https://distroware.gitlab.io/os/Linux/f/fermi",,,,,,,,,
"N","e-smith","#d38b8e","Red Hat","1999.1",,,"https://distroware.gitlab.io/os/Linux/sme-server","SME Server","2001.8","https://distroware.gitlab.io/os/Linux/s/sme-server",,,,,,
"N","Vine","#323296","Red Hat","1999.3.28",,,"https://distroware.gitlab.io/os/Linux/v/vine",,,,,,,,,
"N","Red Flag","#e34043","Red Hat","1999.8",,,"https://distroware.gitlab.io/os/Linux/r/red-flag",,,,,,,,,
"N","Finnix","#000","Red Hat","2000.3.22","2005.10.23",,"https://distroware.gitlab.io/os/Linux/f/finnix",,,,,,,,,
"N","BU Linux","#e30000","Red Hat","2000.5",,,"https://distroware.gitlab.io/os/Linux/b/bu-linux",,,,,,,,,
"N","Miracle","#e34043","Red Hat","2000.8",,,"https://distroware.gitlab.io/os/Linux/m/miracle",,,,,,,,,
"N","Asianux","#000","Miracle","2004.6",,,"https://distroware.gitlab.io/os/Linux/a/asianux",,,,,,,,,
"N","ClarkConnect","#608921","Red Hat","2000.11",,,"https://distroware.gitlab.io/os/Linux/c/clearos","ClearOS","2009.10.5","https://distroware.gitlab.io/os/Linux/c/clearos",,,,,,
"N","Berry","#ffc300","Red Hat","2003.4.13",,,"https://distroware.gitlab.io/os/Linux/b/berry",,,,,,,,,
"N","AnNyung","#4c4c4c","Red Hat","2003.6.14",,,"https://distroware.gitlab.io/os/Linux/a/annyung",,,,,,,,,
"N","Fedora Core","#362e94","Red Hat","2003.11.6",,,"https://distroware.gitlab.io/os/Linux/f/fedora","Fedora","2007.5.31","https://distroware.gitlab.io/os/Linux/f/fedora",,,,,,
"N","NST","#000","Fedora Core","2003.12",,,"https://distroware.gitlab.io/os/Linux/n/nst",,,,,,,,,
"N","Amahi","#99aa88","Fedora Core","2007",,,"https://distroware.gitlab.io/os/Linux/a/amahi",,,,,,,,,
"N","Ojuba","#437644","Fedora Core","2008.8.7",,,"https://distroware.gitlab.io/os/Linux/o/ojuba",,,,,,,,,
"N","Moblin 2","#3366bb","Fedora Core","2008.8.19","2010.5.26",,"https://distroware.gitlab.io/os/Linux/m/moblin",,,,,,,,,
"N","MeeGo","#4e2174","Moblin 2","2010.5.26","2011.10.3",,"https://distroware.gitlab.io/os/Linux/m/meego",,,,,,,,,
"N","Mer","#002bb8","MeeGo","2011.10.3","2020.08.20",,"https://distroware.gitlab.io/os/Linux/m/mer",,,,,,,,,
"N","Tizen","#555","MeeGo","2011.9",,,"https://distroware.gitlab.io/os/Linux/t/tizen",,,,,,,,,
"N","Sailfish OS","#32A283","Mer","2013.11.27",,,"https://distroware.gitlab.io/os/Linux/s/sailfishos",,,,,,,,,
"N","Qubes OS","#666","Fedora Core","2010.4.7",,,"https://distroware.gitlab.io/os/Linux/q/qubes-os",,,,,,,,,
"N","SuliX","#FFAB20","Red Hat","2003.11.3",,,"https://distroware.gitlab.io/os/Linux/s/sulix",,,,,,,,,
"N","PUIAS","#b00","Red Hat","2003.12",,,"https://distroware.gitlab.io/os/Linux/s/springdale","Springdale Linux","2013.02.28","https://distroware.gitlab.io/os/Linux/s/springdale",,,,,,
"N","CentOS","#6f4376","Red Hat","2003.12.1","2024.06.30",,"https://distroware.gitlab.io/os/Linux/c/centos",,,,,,,,,
"N","Elastix","#df1f29","CentOS","2006.12.29",,,"https://distroware.gitlab.io/os/Linux/e/elastix",,,,,,,,,
"N","BlueOnyx","#0e264c","CentOS","2008.12.31",,,"https://distroware.gitlab.io/os/Linux/b/blueonyx",,,,,,,,,
"N","NethServer","#259ed5","CentOS","2015.01.28",,,"https://distroware.gitlab.io/os/Linux/n/nethserver",,,,,,,,,
"N","Baruwa","#00a8dc","CentOS","2015.8.10",,,"https://distroware.gitlab.io/os/Linux/b/baruwa",,,,,,,,,
"N","Rockstor","#e96748","CentOS","2013.11.20",,,"https://distroware.gitlab.io/os/Linux/r/rockstor",,,,,,,,,
"N","CentOS Stream","#6f4376","CentOS","2019.09.24",,,"https://distroware.gitlab.io/os/Linux/c/centos-stream",,,,,,,,,
"N","CERN","#4078c3","Red Hat","2004.4.16",,,"https://distroware.gitlab.io/os/Linux/c/cern",,,,,,,,,
"N","Scientific Linux","#191756","Red Hat","2004.5.10","2024.06.30",,"https://distroware.gitlab.io/os/Linux/s/scientific",,,,,,,,,
"N","Endian","#7cb900","Red Hat","2006.7.13",,,"https://distroware.gitlab.io/os/Linux/e/endian",,,,,,,,,
"N","Oracle Enterprise","#f00","Red Hat","2006.10.25",,,"https://distroware.gitlab.io/os/Linux/o/oracle-linux","Oracle Linux","2007.6.26","https://distroware.gitlab.io/os/Linux/o/oracle-linux",,,,,,
"//N","CloudLinux OS","#005DB4",,"2010.01",,,"https://distroware.gitlab.io/os/Linux/c/cloudlinux",,,,,,,,,
"N","AlmaLinux","#082336","Red Hat","2021.03.30",,,"https://distroware.gitlab.io/os/linux/a/almalinux/",,,,,,,,,
"N","Rocky Linux","#10b981","Red Hat","2021.4.30",,,"https://distroware.gitlab.io/os/linux/r/rockylinux.md",,,,,,,,,
,,,,,,,,,,,,,,,,
"N","Jurix","#9f9f9f",,"1995.2.8","1997",,"https://distroware.gitlab.io/os/Linux/j/jurix",,,,,,,,,
"N","S.u.S.E Linux","#4bb679","Jurix","1996.5",,,"https://distroware.gitlab.io/os/Linux/o/opensuse","SuSE Linux","1998.12.21","https://distroware.gitlab.io/os/Linux/o/opensuse","SUSE Linux","2003.10.15","https://distroware.gitlab.io/os/Linux/o/opensuse","openSUSE","2006.12.7","https://distroware.gitlab.io/os/Linux/o/opensuse"
"N","SUSE Linux Enterprise Server","#7ad4aa","S.u.S.E Linux","2000.10.31",,,"https://distroware.gitlab.io/os/Linux/s/suse",,,,,,,,,
"N","United Linux","#040404","S.u.S.E Linux","2002.11.19","2004.1.22",,"https://distroware.gitlab.io/os/Linux/u/united-linux",,,,,,,,,
"N","SCO Linux","#5ea3db","United Linux","2002.11.19","2003.05.12",,"https://distroware.gitlab.io/os/Linux/s/sco-linux",,,,,,,,,
"N","Novell Linux Desktop","#7ad4aa","S.u.S.E Linux","2004.11.8",,,"https://distroware.gitlab.io/os/Linux/s/suse","SUSE Linux Enterprise Desktop","2006.07.16","https://distroware.gitlab.io/os/Linux/s/suse",,,,,,
"N","GeckoLinux","#2EE360","S.u.S.E Linux","2016.03",,,"https://distroware.gitlab.io/os/Linux/g/geckolinux",,,,,,,,,
"N","EasyNAS","#BC7B37","S.u.S.E Linux","2016.05",,,"https://distroware.gitlab.io/os/Linux/e/easynas",,,,,,,,,
"N","Rockstor ","#e96748","S.u.S.E Linux","2020.7.19",,,"https://distroware.gitlab.io/os/Linux/r/rockstor",,,,,,,,,
,,,,,,,,,,,,,,,,
"N","Enoch","#a0a0f0",,"1999.12",,,"https://distroware.gitlab.io/os/Linux/g/gentoo","Gentoo","2002.3.31","https://distroware.gitlab.io/os/Linux/g/gentoo",,,,,,
"N","Pentoo","#000100","Enoch","2005.2",,,"https://distroware.gitlab.io/os/Linux/p/pentoo",,,,,,,,,
"N","RR4","#e9b689","Enoch","2005.10",,,"https://distroware.gitlab.io/os/Linux/s/sabayon","Sabayon","2006.8.16","https://distroware.gitlab.io/os/Linux/s/sabayon",,,,,,
"N","Pardus","#da9746","Enoch","2005.12.26","2013.03.27",,"https://distroware.gitlab.io/os/Linux/p/pardus",,,,,,,,,
"N","Calculate","#faa61a","Enoch","2007.6.6",,,"https://distroware.gitlab.io/os/Linux/c/calculate",,,,,,,,,
"N","Funtoo","#333399","Enoch","2008.9",,,"https://distroware.gitlab.io/os/Linux/f/funtoo",,,,,,,,,
"N","SystemRescueCD","#508fee","Enoch","2008.3.3","2019.02.02",,"https://distroware.gitlab.io/os/Linux/s/systemrescue",,,,,,,,,
"N","Chromium OS","#5EAAB6","Enoch","2009.11.19",,,"https://distroware.gitlab.io/os/Linux/c/chromiumos",,,,,,,,,
"N","CoreOS","#F15F6F","Chromium OS","2013.10.3","2020.05.26",,"https://distroware.gitlab.io/os/Linux/c/container-linux","Container Linux","2016.12.12","https://distroware.gitlab.io/os/Linux/c/container-linux",,,,,,
"N","Flatcar Container Linux","#09BAC8","CoreOS","2018.03.06",,"https://distroware.gitlab.io/os/Linux/f/flatcar-container-linux",,,,,,,,,,
"N","CloudReady","#0971ce","Chromium OS","2015.04.21",,,"https://distroware.gitlab.io/os/Linux/c/cloudready",,,,,,,,,
"N","Flint OS","#222222","Chromium OS","2016.10.28","2018.03.6",,"https://distroware.gitlab.io/os/Linux/f/flint-os",,,,,,,,,
"N","Daphile","#9f1d35","Enoch","2013.07.09",,,"https://distroware.gitlab.io/os/Linux/d/daphile",,,,,,,,,
"N","Porteus Kiosk","#0C0073","Enoch","2015.03.02",,,"https://distroware.gitlab.io/os/Linux/p/porteus-kiosk",,,,,,,,,
"N","wtfplay-live","#000","Enoch","2016.02",,,"https://distroware.gitlab.io/os/Linux/w/wtfplay-live",,,,,,,,,
,,,,,,,,,,,,,,,,
"N","Arch Linux","#0771a6",,"2002.3.11",,,"https://distroware.gitlab.io/os/Linux/a/arch-linux",,,,,,,,,
"N","LinHES","#92bac4","Arch Linux","2009.1.28",,,"https://distroware.gitlab.io/os/Linux/l/linhes",,,,,,,,,
"N","Arch Linux ARM","#0771a6","Arch Linux","2009.8.9",,,"https://distroware.gitlab.io/os/Linux/a/arch-linux-arm",,,,,,,,,
"N","ArchBang","#0077bb","Arch Linux","2010.1.26",,,"https://distroware.gitlab.io/os/Linux/a/archbang",,,,,,,,,
"N","Parabola","#787dab","Arch Linux","2010.11",,,"https://distroware.gitlab.io/os/Linux/p/parabola",,,,,,,,,
"N","Manjaro","#3fbb3f","Arch Linux","2011.7.9",,,"https://distroware.gitlab.io/os/Linux/m/manjaro",,,,,,,,,
"N","Bluestar Linux","#13C2FE","Arch Linux","2011.11.10",,,"https://distroware.gitlab.io/os/Linux/b/bluestar-linux",,,,,,,,,
"N","BlackArch","#880001","Arch Linux","2012.12",,,"https://distroware.gitlab.io/os/Linux/b/blackarch",,,,,,,,,
"N","Obarun","#1f94be","Arch Linux","2015.07",,,"https://distroware.gitlab.io/os/Linux/o/obarun",,,,,,,,,
"N","Hyperbola","#c0c0c0","Arch Linux","2017.04.15",,,"https://distroware.gitlab.io/os/Linux/h/hyperbola",,,,,,,,,
"N","Artix","#12ba64","Arch Linux","2017.07.27",,,"https://distroware.gitlab.io/os/Linux/a/artix",,,,,,,,,
"N","ArchMerge","#6790EB","Arch Linux","2017.09.15",,,"https://distroware.gitlab.io/os/Linux/a/arcolinux","ArcoLinux","2018.03.11","https://distroware.gitlab.io/os/Linux/a/arcolinux",,,,,,
"N","Arch Linux 32","#0771a6","Arch Linux","2017.11.08",,,"https://distroware.gitlab.io/os/Linux/a/arch-linux-32",,,,,,,,,
"N","SystemRescueCD ","#508fee","Arch Linux","2019.02.02",,,"https://distroware.gitlab.io/os/Linux/s/systemrescue","SystemRescue","2020.10.17","https://distroware.gitlab.io/os/Linux/s/systemrescue",,,,,,
"//N","Endeavour OS","#7f3fbf","Arch Linux","2019.07.15",,,"https://distroware.gitlab.io/os/Linux/e/endeavouros/",,,,,,,,,
"//N","Garuda Linux","#27bffa","Arch Linux","2020.03.26",,,"https://distroware.gitlab.io/os/Linux/g/garudalinux/",,,,,,,,,
"##N","SteamOS ","#b55afb","Arch Linux","2022.02.25",,,"https://distroware.gitlab.io/os/Linux/s/steamos-arch/",,,,,,,,,
"N","KaOS","#75B9E7",,"2014.04.18",,,"https://distroware.gitlab.io/os/Linux/k/kaos",,,,,,,,,
,,,,,,,,,,,,,,,,
"N","MCC Interim","#696a48",,"1992.2","1996.4.23",,"https://distroware.gitlab.io/os/Linux/m/mcc-interim",,,,,,,,,
"N","TAMU","#3a34bc",,"1992.5","1994.10",,"https://distroware.gitlab.io/os/Linux/y/tamu",,,,,,,,,
"N","Yggdrasil","#668f53",,"1992.12.8","1995.5",,"https://distroware.gitlab.io/os/Linux/y/yggdrasil",,,,,,,,,
"N","DLD","#9e9e9e",,"1993","1999.12",,"https://distroware.gitlab.io/os/Linux/d/dld",,,,,,,,,
"N","LST","#4e8969",,"1993.12","1997.3.23",,"https://distroware.gitlab.io/os/Linux/l/lst",,,,,,,,,
"N","Caldera OpenLinux","#5ea3db","LST","1996.2","2002.11.19",,"https://distroware.gitlab.io/os/Linux/o/openlinux","SCO OpenLinux","2002.8.26","https://distroware.gitlab.io/os/Linux/o/openlinux",,,,,,
"N","Redmond","#33812b","Caldera OpenLinux","2001.12.8","2005.6.15",,"https://distroware.gitlab.io/os/Linux/r/redmond","Lycoris Desktop/LX","2002.1","https://distroware.gitlab.io/os/Linux/r/redmond",,,,,,
"N","Bogus","#8ecab5",,"1994.1","1994.10",,"https://distroware.gitlab.io/os/Linux/b/bogus",,,,,,,,,
"N","Xdenu","#613980",,"1995","1996.5",,"https://distroware.gitlab.io/os/Linux/x/xdenu",,,,,,,,,
"N","Linux-FT","#ff0031",,"1995.1","1996.10",,"https://distroware.gitlab.io/os/Linux/l/linux-ft",,,,,,,,,
"N","Mini","#55b7f4",,"1995.2","1995.10",,"https://distroware.gitlab.io/os/Linux/m/mini",,,,,,,,,
"N","Trans-Ameritech","#ff1600",,"1995.3","1997.1",,"https://distroware.gitlab.io/os/Linux/trans-ameritech-linuxware",,,,,,,,,
"N","Unifix","#334466",,"1995.6","2001",,"https://distroware.gitlab.io/os/Linux/u/unifix",,,,,,,,,
"N","Linux Universe","#000",,"1995.10","1998.10",,"https://distroware.gitlab.io/os/Linux/l/linux-universe",,,,,,,,,
"N","Craftworks","#ff6cc4",,"1996","1998.4",,"https://distroware.gitlab.io/os/Linux/c/craftworks",,,,,,,,,
"N","DILINUX","#ff5f00",,"1996.4","1998.2",,"https://distroware.gitlab.io/os/Linux/d/doslinux","DOSLINUX","1997.10","https://distroware.gitlab.io/os/Linux/d/doslinux",,,,,,
"N","mkLinux","#35332d",,"1996.5.17","2002.8.11",,"https://distroware.gitlab.io/os/Linux/m/mklinux",,,,,,,,,
"N","Monkey","#8b3706",,"1996.10","1997.5.8",,"https://distroware.gitlab.io/os/Linux/m/monkey",,,,,,,,,
"N","Linux Router Project","#000",,"1997","2002",,"https://distroware.gitlab.io/os/Linux/l/linux-router-project",,,,,,,,,
"N","LEAF","#00b4d7","Linux Router Project","2000.10.29",,,"https://distroware.gitlab.io/os/Linux/l/leaf",,,,,,,,,
"N","Weaver","#ff9600",,"1997.9","2007.3",,"https://distroware.gitlab.io/os/Linux/n/nitix","Nitix","2004.1","https://distroware.gitlab.io/os/Linux/n/nitix",,,,,,
"N","uClinux","#4b78ff",,"1998.1",,,"https://distroware.gitlab.io/os/Linux/u/uclinux",,,,,,,,,
"N","ROCK","#77781b",,"1998.8","2010",,"https://distroware.gitlab.io/os/Linux/r/rock",,,,,,,,,
"N","T2","#09345f","ROCK","2004.10.3",,,"https://distroware.gitlab.io/os/Linux/t/t2",,,,,,,,,
"N","Linux From Scratch","#000",,"1999.12",,,"https://distroware.gitlab.io/os/Linux/l/linux-from-scratch",,,,,,,,,
"N","NuTyX","#ae0001","Linux From Scratch","2007.11.28",,,"https://distroware.gitlab.io/os/Linux/n/nutyx",,,,,,,,,
"N","KaarPux","#cb4b16","Linux From Scratch","2012.8.6",,,"https://distroware.gitlab.io/os/Linux/k/kaarpux",,,,,,,,,
"N","AryaLinux","#FF6600","Linux From Scratch","2015.9.13",,,"https://distroware.gitlab.io/os/Linux/a/aryalinux",,,,,,,,,
,,,,,,,,,,,,,,,,
"N","SmoothWall GPL","#d06bd0",,"2000.8.30",,,"https://distroware.gitlab.io/os/Linux/s/smoothwall","SmoothWall Express","2003.11.0","https://distroware.gitlab.io/os/Linux/s/smoothwall",,,,,,
"N","IPCop","#8065ce","SmoothWall GPL","2002.1.5","2018.02.23",,"https://distroware.gitlab.io/os/Linux/i/ipcop",,,,,,,,,
"N","IPFire","#66000f","IPCop","2005.8",,,"https://distroware.gitlab.io/os/Linux/i/ipfire",,,,,,,,,
,,,,,,,,,,,,,,,,
"N","CRUX","#4d699b",,"2001.1",,,"https://distroware.gitlab.io/os/Linux/c/crux",,,,,,,,,
"N","Openwall","#000",,"2001.5.15",,,"https://distroware.gitlab.io/os/Linux/o/openwall",,,,,,,,,
"N","dyne:bolic","#f1ca6d",,"2001.6","2014.09.8",,"https://distroware.gitlab.io/os/Linux/d/dyne-bolic",,,,,,,,,
"N","OpenWRT","#557788",,"2001.6.1",,,"https://distroware.gitlab.io/os/Linux/o/openwrt",,,,,,,,,
"N","NetStation","#116daa",,"2001.8.28","2003.9",,"https://distroware.gitlab.io/os/Linux/n/netstation",,,,,,,,,
"N","Thinstation","#000","NetStation","2003.8.30",,,"https://distroware.gitlab.io/os/Linux/t/thinstation",,,,,,,,,
"N","Sorcerer","#36ce3b",,"2001.10","2004.06.20",,"https://distroware.gitlab.io/os/Linux/s/sorcerer",,,,,,,,,
"N","Lunar Linux","#6257cd","Sorcerer","2002.3",,,"https://distroware.gitlab.io/os/Linux/l/lunar-linux",,,,,,,,,
"N","Source Mage","#bf3032","Sorcerer","2002.4",,,"https://distroware.gitlab.io/os/Linux/s/source-mage",,,,,,,,,
,,,,,,,,,,,,,,,,
"N","LinuxConsole","#333333",,"2002.10",,,"https://distroware.gitlab.io/os/Linux/l/linuxconsole",,,,,,,,,
,,,,,,,,,,,,,,,,
"N","GoboLinux","#6da697",,"2003",,,"https://distroware.gitlab.io/os/Linux/g/gobolinux",,,,,,,,,
"#N","Puppy","#dec374",,"2003.6",,,"https://distroware.gitlab.io/os/Linux/p/puppy",,,,,,,,,
"#N","Simplicity","#000","Puppy","2013.7.5",,,"https://distroware.gitlab.io/os/Linux/s/simplicity",,,,,,,,,
,,,,,,,,,,,,,,,,
"N","NixOS","#6666dd",,"2004.2.14",,,"https://distroware.gitlab.io/os/Linux/n/nixos",,,,,,,,,
"N","GuixSD","#ffcb01",,"2012.11.22",,,"https://distroware.gitlab.io/os/Linux/g/guix","Guix System","2019.05.02","https://distroware.gitlab.io/os/Linux/g/guix",,,,,,
"N","Paldo","#2a6096",,"2004.12.9",,,"https://distroware.gitlab.io/os/Linux/p/paldo",,,,,,,,,
,,,,,,,,,,,,,,,,
"N","BrazilFW","#0076b1",,"2005.10.5",,,"https://distroware.gitlab.io/os/Linux/b/brazilfw",,,,,,,,,
,,,,,,,,,,,,,,,,
"N","Ophcrack","#8fc442",,"2006.3.24",,,"https://distroware.gitlab.io/os/Linux/o/ophcrack",,,,,,,,,
"N","Alpine Linux","#5f8dd3",,"2006.5.4",,,"https://distroware.gitlab.io/os/Linux/a/alpine-linux",,,,,,,,,
"N","postmarketOS","#009900","Alpine Linux","2017.5.6",,,"https://distroware.gitlab.io/os/Linux/p/postmarketos",,,,,,,,,
"N","Zeroshell","#0000c0",,"2006.6.25",,,"https://distroware.gitlab.io/os/Linux/z/zeroshell",,,,,,,,,
,,,,,,,,,,,,,,,,
"N","SliTaz","#000",,"2007.4.1",,,"https://distroware.gitlab.io/os/Linux/s/slitaz",,,,,,,,,
"N","Tiny SliTaz","#df8f06","SliTaz","2010.6.1",,,"https://distroware.gitlab.io/os/Linux/t/tiny-slitaz",,,,,,,,,
"N","openmamba","#4db90a",,"2007.6",,,"https://distroware.gitlab.io/os/Linux/o/openmamba",,,,,,,,,
"N","Ångström","#9cc32a",,"2007.12",,,"https://distroware.gitlab.io/os/Linux/a/angstrom",,,,,,,,,
"N","PLoP","#c0c0d8",,"2007.12.26",,,"https://distroware.gitlab.io/os/Linux/p/plop",,,,,,,,,
,,,,,,,,,,,,,,,,
"N","VoidLinux","#478061",,"2008",,,"https://distroware.gitlab.io/os/Linux/v/voidlinux",,,,,,,,,
"N","Exherbo","#006600",,"2008.5.20",,,"https://distroware.gitlab.io/os/Linux/e/exherbo",,,,,,,,,
,,,,,,,,,,,,,,,,
"N","Tiny Core","#4f5f82",,"2009.1.5",,,"https://distroware.gitlab.io/os/Linux/t/tiny-core",,,,,,,,,
"N","piCorePlayer","#7E7E7E","Tiny Core","2013.6.16",,,"https://distroware.gitlab.io/os/Linux/p/picoreplayer",,,,,,,,,
"N","dCore","#4f5f82","Tiny Core","2013.06.28",,,"https://distroware.gitlab.io/os/Linux/d/dcore",,,,,,,,,
"N","Dragora","#56b04f",,"2009.3.13",,,"https://distroware.gitlab.io/os/Linux/d/dragora",,,,,,,,,
"N","webOS","#3ea3bd",,"2009.6.6",,,"https://distroware.gitlab.io/os/Linux/w/webos",,,,,,,,,
"N","LuneOS","#48a9f6","webOS","2014.09.1",,,"https://distroware.gitlab.io/os/Linux/l/luneos",,,,,,,,,
"N","OpenELEC","#88BDE1",,"2009.9.6","2020.06.3",,"https://distroware.gitlab.io/os/Linux/o/openelec",,,,,,,,,
"N","Lakka","#C0392B","OpenELEC","2015.5",,,"https://distroware.gitlab.io/os/Linux/l/lakka",,,,,,,,,
"N","LibreELEC","#000CB5","OpenELEC","2016.3",,,"https://distroware.gitlab.io/os/Linux/l/libreelec",,,,,,,,,
,,,,,,,,,,,,,,,,
"N","4M","#888",,"2010.10.10",,,"https://distroware.gitlab.io/os/Linux/0-9/4m",,,,,,,,,
,,,,,,,,,,,,,,,,
"N","noop","#303030",,"2012.7.20",,,"https://distroware.gitlab.io/os/Linux/n/noop",,,,,,,,,
"N","Bedrock","#00b070",,"2012.8.3",,,"https://distroware.gitlab.io/os/Linux/b/bedrock",,,,,,,,,
,,,,,,,,,,,,,,,,
"N","AOSC OS","#32405a",,"2013.6",,,"https://distroware.gitlab.io/os/Linux/a/aosc-os",,,,,,,,,
,,,,,,,,,,,,,,,,
"N","Minimal Linux Live","#6633FF",,"2014.07.28",,,"https://distroware.gitlab.io/os/Linux/m/minimal-linux-live",,,,,,,,,
"N","Pisi Linux","#D1007C",,"2014.11.05",,,"https://distroware.gitlab.io/os/Linux/p/pisi-linux",,,,,,,,,
,,,,,,,,,,,,,,,,
"N","Evolve OS","#4d4d4d",,"2015.01.26",,,"https://distroware.gitlab.io/os/Linux/s/solus","Solus","2015.05.17",,,,,,,
"N","Super Grub2 Disk","#ff6633",,"2015.02.15",,,"https://distroware.gitlab.io/os/Linux/s/super-grub",,,,,,,,,
"N","OviOS","#000",,"2015.7.13",,,"https://distroware.gitlab.io/os/Linux/o/ovios",,,,,,,,,
,,,,,,,,,,,,,,,,
"N","Asteroid OS","#e67e22",,"2016.12.7",,,"https://distroware.gitlab.io/os/Linux/a/asteroidos/",,,,,,,,,
"N","Batocera","#000",,"2016.12.26",,,"https://distroware.gitlab.io/os/Linux/b/batocera/",,,,,,,,,
,,,,,,,,,,,,,,,,
"N","AOSP","#a4c639",,"2007.11.5",,,"https://distroware.gitlab.io/os/Linux/LinuxAndroid/a/android",,,,,,,,,
"N","CyanogenMod","#33B5E5","AOSP","2009.7.1","2016.12.31",,"https://distroware.gitlab.io/os/Linux/LinuxAndroid/c/cyanogenmod",,,,,,,,,
"N","LineageOS","#167C80","CyanogenMod","2016.12.23",,,"https://distroware.gitlab.io/os/Linux/LinuxAndroid/l/lineageos",,,,,,,,,
"N","Android-x86","#1DA066","AOSP","2009.09.1",,,"https://distroware.gitlab.io/os/Linux/LinuxAndroid/a/android-x86",,,,,,,,,
"N","Android-IA","#006ECA","AOSP","2012.08.29","2018.10.02",,"https://distroware.gitlab.io/os/Linux/LinuxAndroid/a/android-ia",,,,,,,,,
"N","OmniROM","#A5C53E","AOSP","2013.08.23",,,"https://distroware.gitlab.io/os/Linux/LinuxAndroid/o/omnirom",,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"#","Connectors",,,,,,,,,,,,,,,
"#","Leaving 'To When' empty will result in using 'From When' as this value",,,,,,,,,,,,,,,
"#","From When","From","To When","To","Thickness","Color",,,,,,,,,,
"C","2007.3","MAX",,"MAX ","2","#477dbe",,,,,,,,,,
"C","2007.12.3","Debian",,"MEPIS","2","#bf1238",,,,,,,,,,
"C","2008.3.1","ParallelKnoppix",,"PelicanHPC","2","#a0553c","# ParallelKnoppix rebased on Debian, name change",,,,,,,,,
"C","2009.2.11","Debian",,"Auditor Security Collection","2","#bf1238",,,,,,,,,,
"C","2009.5.8","Debian",,"AV","2","#bf1238",,,,,,,,,,
"C","2010.1.9","Auditor Security Collection",,"Backtrack ","4","#557c94",,,,,,,,,,
"C","2010.3.19","Debian",,"CrunchBang","2","#bf1238",,,,,,,,,,
"C","2013.3.14","Backtrack ",,"Kali","2","#557c94",,,,,,,,,,
"C","2013.03.27","Pardus",,"Pardus ","2","#da9746",,,,,,,,,,
"C","2013.06.28","Debian",,"dCore","1","#bf1238","# Tiny Core spin-off compatible with Debian",,,,,,,,,
"C","2013.8.6","Debian",,"gNewSense","2","#bf1238",,,,,,,,,,
"C","2013.09.07","Raspyfi",,"Volumio","2","#48bd87",,,,,,,,,,
"C","2014.03.24","MEPIS",,"MX Linux","4","#bf1238",,,,,,,,,,
"C","2014.03.24","antiX",,"MX Linux","2","#bf1238",,,,,,,,,,
"C","2015.02.15","Rescatux",,"Super Grub2 Disk","2","#ff6633","# Made from the same developer of Rescatux",,,,,,,,,
"C","2015.06.28","Raspbmc",,"OSMC","4","#0090c4",,,,,,,,,,
"C","2016.10.23","Netrunner",,"Netrunner ","4","#5997de","# Netrunner rebased to Debian from 16.09 release",,,,,,,,,
"C","2006.09.25","Hiweed Linux",,"Hiweed Linux ","4","#15A7E5",,,,,,,,,,
"C","2015.12.30","Hiweed Linux ",,"deepin","4","#15A7E5",,,,,,,,,,
"C","2020.11.25","AV",,"AV Linux ","4","#334466",,,,,,,,,,
